custID,age,region,job,marital,education,default,balance,housing,loan
C05540,35,South East,others,married,secondary,no,179,yes,no
C05542,37,South West,management,married,tertiary,no,6052,yes,no
C05543,44,London,management,others,tertiary,no,6713,no,no
C05547,40,South East,others,married,primary,no,323,yes,no
C05548,38,North West,others,married,secondary,no,1281,yes,no
C05550,29,South East,management,single,tertiary,no,0,yes,no
C05551,33,East of England,others,married,secondary,no,-402,yes,yes
C05552,32,North West,technician,married,tertiary,no,483,no,no
C05553,48,East Midlands,management,others,tertiary,no,990,no,yes
C05554,32,East of England,technician,married,secondary,no,1450,yes,no
C05555,35,West Midlands,admin,single,secondary,no,106,yes,no
C05557,42,South West,others,married,secondary,no,192,yes,no
C05558,32,South East,management,married,tertiary,no,1745,yes,no
C05560,39,South East,others,married,secondary,no,341,yes,no
C05561,30,North West,technician,single,secondary,no,1828,yes,yes
C05562,30,South East,student,single,tertiary,no,-790,yes,no
C05563,32,South West,admin,married,secondary,no,578,yes,no
C05565,30,West Midlands,others,married,primary,no,10691,yes,no
C05568,38,London,admin,married,secondary,no,2138,no,no
C05570,31,London,management,single,tertiary,no,415,yes,no
C05572,45,East of England,admin,others,secondary,no,1017,yes,yes
C05573,33,East of England,management,married,tertiary,no,0,yes,no
C05575,32,London,admin,single,secondary,no,1838,no,no
C05577,38,South East,technician,single,secondary,no,433,no,no
C05578,32,West Midlands,self-employed,married,tertiary,no,10,yes,no
C05579,32,London,others,married,secondary,no,2070,yes,no
C05581,49,London,others,married,secondary,no,219,yes,no
C05582,32,London,admin,married,secondary,no,588,yes,no
C05583,32,South West,others,married,secondary,no,44,yes,no
C05584,31,South East,services,married,secondary,no,-385,yes,no
C05585,39,North West,self-employed,married,secondary,no,36,yes,no
C05587,33,North West,entrepreneur,married,secondary,no,2148,yes,no
C05590,31,South East,others,married,primary,no,-986,yes,no
C05591,35,East of England,management,married,tertiary,no,369,yes,no
C05592,38,London,management,married,tertiary,no,6720,yes,no
C05593,31,North West,others,married,secondary,no,569,yes,no
C05595,31,South West,others,married,secondary,no,734,yes,no
C05596,44,London,admin,married,secondary,no,0,yes,no
C05599,35,West Midlands,management,others,tertiary,no,207,yes,no
C05600,34,South East,others,married,primary,no,416,yes,no
C05602,31,South East,services,married,secondary,no,359,yes,no
C05605,50,South East,entrepreneur,married,tertiary,no,1866,yes,no
C05606,36,London,others,married,secondary,no,164,yes,no
C05607,58,North West,retired,married,secondary,no,-238,yes,no
C05609,36,West Midlands,others,married,primary,no,129,yes,no
C05611,37,North West,technician,single,tertiary,no,1019,yes,no
C05612,33,South East,others,married,secondary,yes,2,no,no
C05613,31,South East,others,married,,no,-415,yes,no
C05614,37,South East,others,married,secondary,no,16103,yes,no
C05615,37,Yorkshire and the Humber,entrepreneur,married,tertiary,no,0,no,no
C05616,40,South East,technician,married,secondary,no,6415,yes,no
C05617,58,South West,others,married,,no,6401,yes,no
C05618,46,London,others,married,secondary,no,5473,yes,no
C05619,32,South East,others,married,secondary,no,608,yes,no
C05622,30,North West,admin,single,tertiary,no,294,yes,no
C05623,33,South East,management,others,tertiary,no,548,no,no
C05624,44,South East,others,married,primary,no,-366,yes,no
C05625,34,North West,management,married,secondary,no,279,yes,no
C05626,31,North West,admin,married,secondary,no,1277,yes,no
C05627,26,London,technician,single,secondary,no,-245,yes,no
C05629,29,North West,services,single,secondary,no,1172,yes,no
C05632,31,North West,others,married,,no,107,yes,no
C05633,53,London,admin,married,secondary,no,8835,yes,no
C05634,35,North West,others,married,secondary,no,0,yes,no
C05635,46,North West,admin,married,secondary,no,-166,yes,no
C05639,53,North West,others,married,primary,no,3856,yes,no
C05640,27,East of England,admin,married,secondary,no,3,yes,no
C05644,32,South East,admin,married,secondary,no,48,yes,yes
C05645,60,North West,retired,others,secondary,no,1998,yes,no
C05647,30,London,management,single,tertiary,no,2694,yes,no
C05648,41,London,management,others,secondary,no,83,yes,no
C05649,38,North West,technician,single,secondary,no,329,yes,no
C05651,56,South East,others,others,primary,no,-251,yes,no
C05652,49,London,admin,others,primary,no,-403,yes,no
C05653,50,London,technician,married,tertiary,no,231,yes,yes
C05654,31,South East,services,single,secondary,no,36,yes,yes
C05655,52,London,admin,others,secondary,no,0,yes,no
C05657,37,West Midlands,technician,married,secondary,no,-926,yes,yes
C05659,47,West Midlands,services,married,secondary,no,4724,yes,yes
C05660,53,West Midlands,admin,others,secondary,no,-433,yes,no
C05661,32,East of England,others,married,primary,no,1344,yes,no
C05662,37,London,technician,married,secondary,yes,-1030,yes,no
C05664,33,North West, ,single,tertiary,no,183,yes,no
C05665,37,South East,services,single,secondary,no,593,yes,no
C05666,40,North West,others,others,secondary,no,-495,no,yes
C05667,34,London,others,married,secondary,no,-507,yes,no
C05668,41,North West,others,others,primary,no,372,yes,no
C05669,59,North West,retired,married,secondary,no,0,no,yes
C05670,30,London,technician,married,tertiary,no,629,yes,no
C05671,32,South East,technician,married,secondary,no,1555,no,no
C05672,42,London,technician,others,secondary,no,-326,yes,no
C05673,36, ,services,married,secondary,no,287,yes,no
C05675,49,London,others,married,primary,no,445,yes,yes
C05676,56,London,others,married,primary,no,-99,yes,yes
C05677,43,London,entrepreneur,single,tertiary,no,0,yes,no
C05679,58,South East,retired,married,secondary,no,343,yes,yes
C05680,43,London,services,married,secondary,no,1137,yes,yes
C05681,33,South East,admin,married,secondary,no,122,yes,no
C05682,34,South East,others,married,primary,no,585,yes,no
C05683,36,West Midlands,technician,married,secondary,no,-9,yes,no
C05684,59,North West,admin,married,secondary,no,-460,yes,no
C05685,46,South East,admin,others,secondary,no,-528,yes,no
C05686,51,West Midlands,others,others,primary,no,-442,yes,no
C05687,35,North West,others,married,secondary,no,1277,yes,no
C05688,37,North West,admin,single,secondary,no,180,yes,no
C05689,44,North West,others,married,secondary,no,-63,yes,yes
C05690,48,West Midlands,admin,others,secondary,no,277,yes,no
C05691,44,London,technician,others,secondary,no,123,yes,no
C05692,30,North West,others,married,secondary,no,0,yes,no
C05693,35,South East,others,others,primary,no,4521,no,no
C05694,42,London,admin,single,,no,-160,yes,no
C05696,50,South East,admin,single,secondary,no,1920,yes,no
C05697,37,South East,services,married,primary,no,0,yes,no
C05698,56,West Midlands,technician,married,secondary,no,538,no,no
C05699,54,East of England,others,married,,no,-420,yes,no
C05701,36,West Midlands,admin,married,secondary,no,0,no,no
C05702,39,London,others,married,,no,0,yes,no
C05704,25,London,self-employed,married,tertiary,no,1374,yes,no
C05706,44,South East,technician,others,secondary,no,1467,yes,no
C05707,37,South East,technician,single,secondary,no,506,yes,no
C05709,32,South East,services,married,secondary,no,280,yes,no
C05711,46,South East,technician,married,primary,no,-199,yes,no
C05712,34,North West,others,married,secondary,no,280,yes,yes
C05713,35,South East,technician,single,secondary,no,120,yes,no
C05715,48,London,admin,others,secondary,no,-247,yes,yes
C05717,39,London,others,married,primary,no,301,yes,no
C05718,36,South East,technician,others,secondary,no,22,yes,yes
C05719,32,North West,admin,married,secondary,no,100,yes,no
C05720,30,South West,admin,married,secondary,no,249,yes,yes
C05721,31,West Midlands,management,others,tertiary,no,1041,yes,no
C05722,48,London,management,single,tertiary,no,169,yes,no
C05724,42,North West, ,others,secondary,no,224,yes,no
C05725,37,London,admin,married,secondary,no,-297,yes,no
C05726,40,London,services,single,secondary,no,22492,yes,no
C05728,43,London,services,married,secondary,no,0,no,no
C05730,30,North West,admin,married,secondary,no,-198,yes,yes
C05731,40,London,services,married,secondary,no,-398,yes,no
C05732,38,East of England, ,married,secondary,no,-783,yes,no
C05734,40,West Midlands,management,married,tertiary,no,762,yes,no
C05735,38, ,services,married,secondary,no,29,yes,yes
C05737,36,South East,admin,others,tertiary,no,145,yes,no
C05739,46, ,others,married,primary,no,624,no,no
C05740,42,London,others,single,primary,no,-79,yes,yes
C05741,35,North West,services,married,secondary,no,-229,yes,no
C05742,34,London,services,married,secondary,no,-626,yes,no
C05744,29,East of England,services,married,secondary,no,395,yes,yes
C05747,57,London,technician,married,secondary,no,3819,yes,no
C05748,47,London,management,single,tertiary,no,222,yes,no
C05749,53,South East,technician,others,secondary,no,1456,yes,no
C05750,40,London,others,married,primary,no,778,yes,no
C05752,33,London,others,others,primary,no,-62,yes,no
C05753,30,South East,technician,single,secondary,no,-877,yes,yes
C05754,31,North West,management,married,secondary,no,103,yes,no
C05755,54,South East,retired,married,secondary,no,178,yes,yes
C05756,35,West Midlands,admin,married,secondary,no,916,yes,no
C05757,35,Yorkshire and the Humber, ,single,secondary,no,1101,yes,no
C05758,32,North West,others,married,secondary,no,416,no,no
C05759,29,Yorkshire and the Humber,technician,single,secondary,no,1622,yes,no
C05762,41,North West,others,married,secondary,yes,-757,yes,yes
C05763,36,North West,retired,single,secondary,no,117,yes,yes
C05764,29,North West,admin,married,secondary,no,574,yes,no
C05765,44,North West,retired,married,secondary,no,1049,no,no
C05767,38,West Midlands,services,single,secondary,no,374,yes,no
C05768,39,South West,management,married,tertiary,no,-705,yes,no
C05769,31,East of England,admin,single,secondary,no,869,yes,no
C05771,32,South West,technician,others,secondary,no,21,no,no
C05772,58,North West,retired,married,secondary,no,0,yes,no
C05773,32,South East,others,single,primary,no,471,yes,no
C05774,31,West Midlands,admin,married,secondary,no,347,yes,yes
C05775,33,East of England,services,single,tertiary,no,1855,yes,no
C05776,28,South East,management,single,tertiary,no,1287,yes,no
C05777,31,London,management,single,tertiary,no,793,yes,no
C05778,34,South East,technician,married,secondary,no,-334,yes,yes
C05779,31,London,management,married,tertiary,no,2592,yes,no
C05782,32,South East,others,single,secondary,no,-237,yes,yes
C05783,50,North West,others,married,primary,no,16,yes,yes
C05784,45,North West,others,married,secondary,no,71,yes,no
C05785,34, ,admin,married,secondary,no,738,yes,no
C05786,56,East of England, ,married,primary,no,0,yes,no
C05787,26,South East,others,married,secondary,no,285,yes,no
C05789,33,West Midlands,management,single,secondary,no,-493,yes,no
C05791,33,South East,management,married,tertiary,no,11308,yes,no
C05792,27,North West,technician,single,secondary,no,188,no,no
C05793,34,South East,others,single,primary,no,-203,yes,no
C05794,44,South East,services,married,secondary,no,-87,yes,no
C05799,34,West Midlands,others,married,primary,no,-427,yes,no
C05800,58,South East,technician,others,secondary,no,0,yes,no
C05801,39,South East,technician,married,secondary,no,-84,yes,no
C05802,31,London,others,married,secondary,no,-128,yes,no
C05803,40,South East,technician,married,secondary,no,-460,yes,no
C05804,37,East of England,others,married,secondary,no,145,no,no
C05806,28,South East,technician,married,secondary,no,1023,yes,no
C05807,31,London,services,married,secondary,no,-359,yes,no
C05808,33,South West,technician,single,secondary,no,2030,yes,no
C05809,33,North West,technician,married,secondary,no,110,yes,no
C05811,48,South East,services,others,secondary,no,662,yes,yes
C05812,28,South East,technician,married,secondary,no,1081,yes,yes
C05813,33,South East,others,married,secondary,no,372,yes,yes
C05814,29,London,others,married,primary,no,300,yes,no
C05815,40,West Midlands, ,married,secondary,no,322,yes,no
C05816,28,West Midlands,management,married,tertiary,no,119,yes,no
C05817,59,South East,retired,others,secondary,no,108,no,no
C05820,25,East of England,admin,single,secondary,no,112,no,no
C05821,45,London,management,married,tertiary,no,2693,yes,no
C05822,59,South East,retired,married,primary,no,202,yes,yes
C05823,33,North West,services,others,secondary,no,-345,yes,no
C05824,34,South East,others,married,,no,-541,no,no
C05825,48,North West,others,married,secondary,no,0,yes,no
C05827,47,East of England,technician,married,tertiary,no,223,yes,no
C05828,43,East of England,admin,married,primary,no,365,yes,yes
C05829,31,London,services,others,secondary,no,-319,yes,no
C05830,29,North West,services,married,secondary,no,329,no,yes
C05831,51,West Midlands,domestic worker,married,secondary,yes,-1178,yes,no
C05832,32,North West,others,married,primary,no,-437,yes,no
C05833,35,West Midlands,services,married,secondary,no,241,yes,no
C05834,34,South East,admin,single,secondary,no,77,yes,no
C05835,47, ,technician,others,secondary,no,1829,yes,no
C05836,33,London,others,married,secondary,no,6,yes,no
C05838,26,West Midlands,others,married,secondary,no,-384,yes,yes
C05839,32, ,management,single,tertiary,no,3045,yes,no
C05840,57,Yorkshire and the Humber,retired,married,tertiary,no,160,no,no
C05841,49,London,technician,others,secondary,no,-274,yes,no
C05842,30,South East,technician,married,secondary,no,888,no,no
C05843,33,South East,others,married,secondary,no,-52,yes,no
C05844,34,North West,others,married,secondary,no,1462,yes,no
C05846,29,London,technician,single,tertiary,no,1378,yes,no
C05847,28,East of England,self-employed,single,tertiary,no,0,yes,no
C05848,31,South East,others,others,secondary,no,-526,yes,no
C05849,27,South East, ,single,tertiary,no,-519,yes,no
C05850,30,North West,management,married,tertiary,no,308,yes,no
C05851,27,North West, ,married,secondary,no,341,yes,no
C05852,54,London,management,married,tertiary,no,-355,yes,no
C05854,33,South East,others,married,primary,no,3163,yes,no
C05855,36,London,others,others,secondary,no,-163,yes,no
